Threads,Connections,Duration,Page,Total Requests,Total Time,Data Read,Requests/Sec,Transfer/Sec,Thread Latency Avg,Thread Latency StDev,Thread Latency Max,Thread Latency +/- StDev,Thread Req/Sec Avg,Thread Req/Sec StDev,Thread Req/Sec Max,Thread Req/Sec +/- StDev,Connect Errors,Read Errors,Write Errors,Timeout Errors
12,37,10,,78023,10.02s,20.10MB,7789.21,2.01MB,9.99ms,95.26%,306.04ms,95.26%,664.32,64.23%,1.98k,64.23%,,,,
12,38,10,,92702,10.10s,23.89MB,9179.02,2.37MB,4.35ms,92.56%,150.16ms,92.56%,775.09,74.69%,5.98k,74.69%,,,,
12,39,10,,101132,10.10s,26.06MB,10015.98,2.58MB,6.02ms,97.74%,611.67ms,97.74%,846.72,75.10%,4.76k,75.10%,,,,
12,40,10,,100548,10.10s,25.91MB,9957.69,2.57MB,5.18ms,98.09%,567.40ms,98.09%,840.59,74.27%,5.45k,74.27%,,,,
12,41,10,,101099,10.01s,26.05MB,10096.93,2.60MB,9.53ms,97.53%,1.06s,97.53%,0.86k,70.53%,1.99k,70.53%,,,,
12,42,10,,120623,10.10s,31.08MB,11942.77,3.08MB,5.03ms,98.40%,526.44ms,98.40%,1.01k,71.78%,3.29k,71.78%,,,,
12,43,10,,122132,10.10s,31.47MB,12092.34,3.12MB,3.89ms,96.54%,233.85ms,96.54%,1.02k,67.69%,2.95k,67.69%,,,,
12,44,10,,124467,10.10s,32.07MB,12324.05,3.18MB,4.78ms,98.14%,579.70ms,98.14%,1.04k,71.78%,3.51k,71.78%,,,,
12,45,10,,126807,10.10s,32.67MB,12557.62,3.24MB,8.44ms,96.47%,717.72ms,96.47%,1.07k,75.13%,3.83k,75.13%,,,,
12,46,10,,126240,10.10s,32.53MB,12499.4,3.22MB,8.07ms,97.91%,899.91ms,97.91%,1.05k,74.48%,3.77k,74.48%,0,0,0,1
12,47,10,,126967,10.10s,32.72MB,12571.06,3.24MB,7.75ms,98.72%,872.92ms,98.72%,1.06k,74.75%,4.37k,74.75%,,,,
12,48,10,,115785,10.10s,29.83MB,11464.31,2.95MB,14.27ms,97.99%,1.38s,97.99%,0.97k,81.43%,5.12k,81.43%,,,,
12,49,10,,101364,10.10s,26.12MB,10036.41,2.59MB,12.42ms,97.79%,1.20s,97.79%,846.63,73.88%,4.69k,73.88%,,,,
12,50,10,,114230,10.10s,29.43MB,11311.37,2.91MB,6.56ms,98.88%,685.48ms,98.88%,0.95k,76.66%,3.53k,76.66%,,,,
13,13,10,,145525,10.10s,37.50MB,14408.5,3.71MB,1.34ms,96.24%,95.41ms,96.24%,1.12k,67.43%,2.76k,67.43%,,,,
13,14,10,,147645,10.10s,38.04MB,14617.94,3.77MB,1.22ms,96.19%,85.26ms,96.19%,1.14k,67.15%,1.88k,67.15%,,,,
13,15,10,,146631,10.10s,37.78MB,14517.73,3.74MB,1.32ms,97.48%,101.82ms,97.48%,1.13k,64.76%,1.83k,64.76%,,,,
13,16,10,,144829,10.10s,37.32MB,14340.46,3.70MB,1.16ms,96.71%,69.14ms,96.71%,1.12k,65.49%,2.23k,65.49%,,,,
13,17,10,,143421,10.10s,36.96MB,14200.52,3.66MB,3.01ms,98.01%,200.42ms,98.01%,1.11k,69.77%,2.27k,69.77%,,,,
13,18,10,,149096,10.10s,38.42MB,14762.54,3.80MB,1.05ms,96.20%,58.62ms,96.20%,1.15k,64.37%,1.77k,64.37%,,,,
13,19,10,,149377,10.10s,38.49MB,14792.27,3.81MB,0.99ms,95.25%,34.67ms,95.25%,1.15k,65.95%,1.81k,65.95%,,,,
13,20,10,,146729,10.10s,37.81MB,14528.87,3.74MB,1.04ms,96.34%,52.68ms,96.34%,1.13k,64.90%,1.84k,64.90%,,,,
13,21,10,,144376,10.10s,37.20MB,14294.47,3.68MB,1.05ms,95.98%,49.53ms,95.98%,1.11k,65.11%,1.81k,65.11%,,,,
13,22,10,,144431,10.10s,37.22MB,14301.05,3.68MB,1.03ms,95.85%,37.10ms,95.85%,1.11k,65.08%,1.90k,65.08%,,,,
13,23,10,,99322,10.10s,25.59MB,9834.21,2.53MB,50.31ms,94.35%,1.49s,94.35%,0.89k,71.16%,2.45k,71.16%,,,,
13,24,10,,147510,10.10s,38.01MB,14605.33,3.76MB,0.98ms,95.28%,39.35ms,95.28%,1.14k,65.26%,2.21k,65.26%,,,,
13,25,10,,146207,10.10s,37.67MB,14476.26,3.73MB,0.98ms,95.36%,31.69ms,95.36%,1.13k,66.10%,2.91k,66.10%,,,,
13,26,10,,139482,10.10s,35.94MB,13811.11,3.56MB,2.55ms,95.88%,105.02ms,95.88%,1.08k,70.95%,4.50k,70.95%,,,,
13,27,10,,135631,10.10s,34.95MB,13428.97,3.46MB,8.81ms,94.86%,414.33ms,94.86%,1.05k,73.77%,3.19k,73.77%,,,,
13,28,10,,137589,10.10s,35.45MB,13625.17,3.51MB,2.12ms,93.41%,78.84ms,93.41%,1.06k,73.22%,3.55k,73.22%,,,,
13,29,10,,140166,10.10s,36.12MB,13877.89,3.58MB,2.47ms,98.84%,342.58ms,98.84%,1.08k,69.22%,3.35k,69.22%,,,,
13,30,10,,138984,10.10s,35.81MB,13761.03,3.55MB,2.11ms,92.81%,78.44ms,92.81%,1.07k,68.71%,2.75k,68.71%,,,,
13,31,10,,138706,10.10s,35.74MB,13734.28,3.54MB,2.14ms,96.11%,183.24ms,96.11%,1.07k,68.66%,3.44k,68.66%,,,,
13,32,10,,139615,10.10s,35.97MB,13824.64,3.56MB,2.08ms,92.54%,71.29ms,92.54%,1.08k,69.82%,3.65k,69.82%,,,,
13,33,10,,140634,10.10s,36.24MB,13925.08,3.59MB,2.05ms,91.50%,74.44ms,91.50%,1.08k,69.50%,3.05k,69.50%,,,,
13,34,10,,132316,10.10s,34.09MB,13100.75,3.38MB,3.98ms,98.34%,414.30ms,98.34%,1.03k,67.65%,2.49k,67.65%,,,,
13,35,10,,116565,10.01s,30.04MB,11647.13,3.00MB,2.74ms,96.17%,126.63ms,96.17%,0.90k,66.15%,1.96k,66.15%,,,,
13,36,10,,133526,10.10s,34.41MB,13223.58,3.41MB,3.26ms,98.64%,202.47ms,98.64%,1.04k,71.55%,3.55k,71.55%,,,,
13,37,10,,139309,10.10s,35.90MB,13794.52,3.55MB,2.33ms,99.11%,420.94ms,99.11%,1.08k,69.87%,5.35k,69.87%,,,,
13,38,10,,139893,10.10s,36.05MB,13852.34,3.57MB,2.03ms,93.56%,79.14ms,93.56%,1.08k,70.25%,4.76k,70.25%,,,,
13,39,10,,124421,10.10s,32.06MB,12320.45,3.17MB,4.06ms,97.51%,216.12ms,97.51%,0.96k,74.14%,2.90k,74.14%,,,,
13,40,10,,122989,10.10s,31.69MB,12179.11,3.14MB,5.59ms,97.97%,592.76ms,97.97%,0.95k,77.98%,4.70k,77.98%,,,,
13,41,10,,125209,10.10s,32.26MB,12397.58,3.19MB,3.94ms,99.61%,725.08ms,99.61%,0.96k,71.65%,3.13k,71.65%,,,,
13,42,10,,125967,10.10s,32.46MB,12472.74,3.21MB,4.20ms,99.58%,887.35ms,99.58%,0.97k,79.34%,5.01k,79.34%,,,,
13,43,10,,125147,10.10s,32.25MB,12392.57,3.19MB,5.78ms,99.46%,1.44s,99.46%,0.96k,74.90%,3.73k,74.90%,,,,
13,44,10,,126528,10.10s,32.60MB,12528.1,3.23MB,3.40ms,97.17%,204.32ms,97.17%,0.97k,75.00%,3.82k,75.00%,,,,
13,45,10,,124238,10.10s,32.01MB,12301.84,3.17MB,4.93ms,98.11%,216.88ms,98.11%,0.96k,80.90%,4.42k,80.90%,,,,
13,46,10,,119934,10.10s,30.90MB,11874.03,3.06MB,4.90ms,98.23%,211.59ms,98.23%,0.93k,81.64%,4.36k,81.64%,,,,
13,47,10,,84955,10.10s,21.89MB,8413.06,2.17MB,50.58ms,92.02%,1.09s,92.02%,763.4,77.49%,4.73k,77.49%,,,,
13,48,10,,121176,10.10s,31.22MB,11997.53,3.09MB,3.42ms,88.63%,88.90ms,88.63%,0.93k,74.41%,3.11k,74.41%,,,,
13,49,10,,120345,10.10s,31.01MB,11915.21,3.07MB,3.51ms,95.42%,154.27ms,95.42%,0.93k,72.51%,2.77k,72.51%,,,,
13,50,10,,122282,10.10s,31.51MB,12107.71,3.12MB,4.78ms,98.30%,253.83ms,98.30%,0.95k,79.58%,4.51k,79.58%,,,,
14,14,10,,139710,10.10s,36.00MB,13833.78,3.56MB,2.06ms,98.47%,202.19ms,98.47%,1.01k,68.08%,2.10k,68.08%,,,,
14,15,10,,139620,10.10s,35.98MB,13824.48,3.56MB,1.38ms,95.49%,49.58ms,95.49%,1.00k,66.48%,1.72k,66.48%,,,,
14,16,10,,140581,10.10s,36.22MB,13918.45,3.59MB,1.92ms,98.72%,204.45ms,98.72%,1.01k,66.76%,2.74k,66.76%,,,,
14,17,10,,143690,10.10s,37.02MB,14227.2,3.67MB,1.94ms,98.73%,202.54ms,98.73%,1.03k,66.60%,1.73k,66.60%,,,,
14,18,10,,143298,10.10s,36.92MB,14188.06,3.66MB,1.19ms,95.49%,45.63ms,95.49%,1.02k,65.91%,1.95k,65.91%,,,,
14,19,10,,143205,10.10s,36.90MB,14179.15,3.65MB,1.95ms,98.75%,202.41ms,98.75%,1.03k,66.24%,1.77k,66.24%,,,,
14,20,10,,143538,10.10s,36.99MB,14211.75,3.66MB,1.51ms,98.86%,201.47ms,98.86%,1.03k,66.67%,1.83k,66.67%,,,,
14,21,10,,131393,10.10s,33.86MB,13009.31,3.35MB,1.25ms,95.09%,52.13ms,95.09%,0.94k,66.48%,2.15k,66.48%,,,,
14,22,10,,105530,10.10s,27.19MB,10448.07,2.69MB,52.67ms,94.07%,1.48s,94.07%,0.89k,70.85%,1.82k,70.85%,,,,
14,23,10,,144312,10.10s,37.18MB,14290.26,3.68MB,2.07ms,98.86%,202.41ms,98.86%,1.04k,67.15%,2.33k,67.15%,,,,
14,24,10,,146285,10.10s,37.69MB,14484.58,3.73MB,1.07ms,95.11%,50.84ms,95.11%,1.05k,65.31%,1.84k,65.31%,,,,
14,25,10,,132294,10.01s,34.09MB,13220.62,3.41MB,9.72ms,97.12%,709.10ms,97.12%,0.99k,69.75%,1.87k,69.75%,,,,
14,26,10,,147042,10.10s,37.89MB,14559.2,3.75MB,1.04ms,93.91%,41.02ms,93.91%,1.05k,64.25%,1.73k,64.25%,,,,
14,27,10,,142596,10.10s,36.74MB,14118.81,3.64MB,2.24ms,98.87%,410.70ms,98.87%,1.03k,67.55%,2.74k,67.55%,,,,
14,28,10,,134308,10.10s,34.61MB,13297.74,3.43MB,4.25ms,97.31%,404.17ms,97.31%,0.96k,72.58%,2.85k,72.58%,,,,
14,29,10,,134622,10.10s,34.69MB,13329.07,3.43MB,3.76ms,98.38%,203.47ms,98.38%,0.97k,69.91%,3.36k,69.91%,,,,
14,30,10,,135650,10.10s,34.95MB,13430.6,3.46MB,2.38ms,92.62%,114.33ms,92.62%,0.97k,66.67%,2.40k,66.67%,,,,
14,31,10,,132051,10.10s,34.03MB,13073.74,3.37MB,2.35ms,89.83%,46.99ms,89.83%,0.95k,68.00%,2.96k,68.00%,,,,
14,32,10,,133475,10.01s,34.39MB,13335.45,3.44MB,2.38ms,92.32%,86.10ms,92.32%,0.96k,67.93%,2.46k,67.93%,,,,
14,33,10,,119677,10.10s,30.84MB,11848.41,3.05MB,2.82ms,97.49%,232.31ms,97.49%,0.86k,66.28%,2.06k,66.28%,,,,
14,34,10,,91186,10.10s,23.50MB,9030.3,2.33MB,22.38ms,95.06%,974.98ms,95.06%,699.74,74.08%,4.89k,74.08%,,,,
14,35,10,,115329,10.10s,29.72MB,11419.05,2.94MB,2.77ms,93.26%,106.65ms,93.26%,824.98,69.02%,3.09k,69.02%,,,,
14,36,10,,111277,10.10s,28.67MB,11017.58,2.84MB,2.98ms,98.17%,391.93ms,98.17%,794.89,68.49%,2.47k,68.49%,,,,
14,37,10,,115828,10.10s,29.85MB,11468,2.95MB,5.13ms,97.74%,657.22ms,97.74%,828.92,69.49%,2.73k,69.49%,,,,
14,38,10,,118316,10.10s,30.49MB,11714.38,3.02MB,5.81ms,97.85%,760.62ms,97.85%,847.81,68.38%,2.97k,68.38%,,,,
14,39,10,,120370,10.10s,31.02MB,11918.68,3.07MB,6.67ms,97.50%,808.42ms,97.50%,0.86k,69.26%,2.62k,69.26%,,,,
14,40,10,,115285,10.10s,29.71MB,11415.6,2.94MB,11.47ms,97.13%,1.27s,97.13%,840.36,71.48%,3.66k,71.48%,0,0,0,1
14,41,10,,117385,10.10s,30.25MB,11623.3,2.99MB,7.89ms,98.72%,1.05s,98.72%,841.54,70.95%,4.79k,70.95%,,,,
14,42,10,,109977,10.10s,28.34MB,10888.74,2.81MB,15.03ms,98.03%,1.25s,98.03%,786.31,72.36%,2.09k,72.36%,,,,
14,43,10,,112638,10.10s,29.02MB,11152.54,2.87MB,15.95ms,97.75%,1.44s,97.75%,805.14,71.65%,3.27k,71.65%,,,,
14,44,10,,114644,10.10s,29.54MB,11351,2.92MB,8.18ms,99.09%,1.42s,99.09%,817.83,69.89%,2.59k,69.89%,,,,
14,45,10,,65429,10.10s,16.86MB,6478.28,1.67MB,52.54ms,91.74%,1.37s,91.74%,577.4,62.10%,1.90k,62.10%,,,,
14,46,10,,112748,10.10s,29.05MB,11164.14,2.88MB,5.04ms,96.64%,295.48ms,96.64%,806.5,76.78%,3.77k,76.78%,,,,
14,47,10,,117336,10.10s,30.23MB,11617.62,2.99MB,4.11ms,98.13%,296.37ms,98.13%,838.11,74.75%,3.22k,74.75%,,,,
14,48,10,,117467,10.10s,30.27MB,11631.15,3.00MB,6.97ms,98.96%,1.54s,98.96%,840.93,77.82%,3.16k,77.82%,0,0,0,1
14,49,10,,116471,10.10s,30.01MB,11532.44,2.97MB,3.86ms,94.05%,154.60ms,94.05%,834.75,77.66%,5.82k,77.66%,,,,
14,50,10,,116602,10.10s,30.04MB,11545.67,2.97MB,3.98ms,96.95%,205.31ms,96.95%,834.58,76.62%,3.69k,76.62%,,,,
15,15,10,,132259,10.10s,34.08MB,13095.19,3.37MB,2.09ms,96.64%,111.65ms,96.64%,0.88k,66.76%,1.77k,66.76%,,,,
15,16,10,,137917,10.10s,35.54MB,13658.59,3.52MB,1.49ms,94.82%,56.10ms,94.82%,0.92k,65.98%,2.39k,65.98%,,,,
15,17,10,,137304,10.10s,35.38MB,13594.1,3.50MB,2.87ms,98.50%,403.85ms,98.50%,0.92k,67.05%,1.94k,67.05%,,,,
15,18,10,,139271,10.10s,35.89MB,13788.19,3.55MB,1.38ms,95.16%,50.61ms,95.16%,0.93k,65.65%,1.68k,65.65%,,,,
15,19,10,,141265,10.10s,36.40MB,13986.5,3.60MB,1.37ms,96.06%,85.55ms,96.06%,0.94k,65.89%,1.81k,65.89%,,,,
15,20,10,,139941,10.10s,36.06MB,13856.24,3.57MB,1.33ms,95.36%,70.16ms,95.36%,0.93k,65.32%,1.76k,65.32%,,,,
15,21,10,,106499,10.10s,27.44MB,10545.02,2.72MB,12.69ms,95.73%,547.91ms,95.73%,753.26,67.37%,1.62k,67.37%,,,,
15,22,10,,135549,10.10s,34.93MB,13420.78,3.46MB,1.66ms,98.59%,202.15ms,98.59%,0.91k,65.78%,1.72k,65.78%,,,,
15,23,10,,141937,10.10s,36.57MB,14053.42,3.62MB,1.26ms,95.33%,58.75ms,95.33%,0.95k,65.25%,1.76k,65.25%,,,,
15,24,10,,128719,10.10s,33.17MB,12744.09,3.28MB,10.49ms,96.42%,796.16ms,96.42%,0.90k,71.00%,2.02k,71.00%,,,,
15,25,10,,138005,10.10s,35.56MB,13664.22,3.52MB,2.82ms,98.15%,402.31ms,98.15%,0.93k,68.53%,1.72k,68.53%,,,,
15,26,10,,141614,10.10s,36.49MB,14021.87,3.61MB,1.36ms,97.31%,157.71ms,97.31%,0.95k,68.48%,2.06k,68.48%,,,,
15,27,10,,138900,10.10s,35.79MB,13753.26,3.54MB,2.99ms,98.61%,404.36ms,98.61%,0.94k,67.18%,1.83k,67.18%,,,,
15,28,10,,139447,10.10s,35.93MB,13807,3.56MB,1.48ms,96.42%,106.73ms,96.42%,0.93k,69.04%,2.29k,69.04%,,,,
15,29,10,,138768,10.10s,35.76MB,13740.31,3.54MB,1.55ms,97.01%,190.54ms,97.01%,0.93k,67.69%,2.16k,67.69%,,,,
15,30,10,,126518,10.10s,32.60MB,12529.15,3.23MB,3.97ms,94.14%,138.52ms,94.14%,846.48,73.72%,3.49k,73.72%,,,,
15,31,10,,123204,10.10s,31.75MB,12198.41,3.14MB,13.10ms,96.61%,956.20ms,96.61%,830.9,72.45%,3.16k,72.45%,,,,
15,32,10,,123933,10.10s,31.93MB,12271.07,3.16MB,11.81ms,97.89%,964.09ms,97.89%,828.5,70.20%,2.35k,70.20%,,,,
15,33,10,,84109,10.10s,21.67MB,8327.35,2.15MB,12.04ms,95.92%,1.29s,95.92%,573.09,71.09%,1.96k,71.09%,0,0,0,1
15,34,10,,102617,10.10s,26.44MB,10159.87,2.62MB,3.23ms,92.62%,159.66ms,92.62%,686.04,71.57%,3.55k,71.57%,,,,
15,35,10,,109122,10.10s,28.12MB,10804.67,2.78MB,5.73ms,97.38%,456.78ms,97.38%,735.28,72.56%,4.03k,72.56%,0,0,0,1
15,36,10,,110151,10.10s,28.38MB,10905.7,2.81MB,4.24ms,97.94%,507.03ms,97.94%,735.49,70.48%,2.97k,70.48%,,,,
15,37,10,,117444,10.10s,30.26MB,11628.38,3.00MB,4.15ms,97.70%,337.53ms,97.70%,784.31,71.21%,2.77k,71.21%,,,,
15,38,10,,117514,10.10s,30.28MB,11635.98,3.00MB,6.84ms,97.53%,844.08ms,97.53%,786.68,72.00%,2.86k,72.00%,0,0,0,1
15,39,10,,117972,10.10s,30.40MB,11684.57,3.01MB,7.41ms,98.76%,877.81ms,98.76%,789.25,69.47%,3.84k,69.47%,,,,
15,40,10,,113024,10.01s,29.12MB,11292.67,2.91MB,10.06ms,98.60%,1.09s,98.60%,756.41,68.20%,1.80k,68.20%,,,,
15,41,10,,102191,10.01s,26.33MB,10204.46,2.63MB,11.69ms,97.35%,1.04s,97.35%,697.02,67.82%,1.52k,67.82%,,,,
15,42,10,,105776,10.10s,27.26MB,10472.38,2.70MB,7.01ms,98.92%,972.68ms,98.92%,707.34,68.82%,2.65k,68.82%,,,,
15,43,10,,114132,10.10s,29.41MB,11301.56,2.91MB,12.36ms,96.02%,1.18s,96.02%,771.35,71.60%,4.85k,71.60%,,,,
15,44,10,,127254,10.10s,32.79MB,12599.18,3.25MB,3.59ms,99.08%,509.33ms,99.08%,848.29,70.74%,2.56k,70.74%,,,,
15,45,10,,90541,10.10s,23.33MB,8963.99,2.31MB,10.13ms,95.45%,910.20ms,95.45%,606.02,71.33%,1.70k,71.33%,,,,
15,46,10,,118094,10.10s,30.43MB,11693.56,3.01MB,4.12ms,95.52%,240.48ms,95.52%,790.17,77.42%,4.93k,77.42%,,,,
15,47,10,,122208,10.10s,31.49MB,12100.13,3.12MB,5.13ms,98.27%,201.74ms,98.27%,816.3,85.47%,3.37k,85.47%,,,,
15,48,10,,118987,10.10s,30.66MB,11780.68,3.04MB,4.26ms,98.00%,388.81ms,98.00%,793.42,69.79%,1.87k,69.79%,,,,
15,49,10,,118863,10.10s,30.63MB,11770.22,3.03MB,4.25ms,98.14%,419.70ms,98.14%,793.79,79.79%,4.05k,79.79%,,,,
15,50,10,,119602,10.10s,30.82MB,11841.6,3.05MB,3.98ms,82.96%,130.42ms,82.96%,797.54,73.51%,2.95k,73.51%,,,,
16,16,10,,142060,10.10s,36.60MB,14065.25,3.62MB,3.53ms,97.72%,200.03ms,97.72%,0.90k,66.14%,1.73k,66.14%,,,,
16,17,10,,142549,10.10s,36.73MB,14113.53,3.64MB,2.00ms,98.21%,199.82ms,98.21%,0.89k,65.42%,1.80k,65.42%,,,,
16,18,10,,141358,10.10s,36.42MB,13995.53,3.61MB,1.77ms,98.02%,200.02ms,98.02%,0.88k,65.79%,1.82k,65.79%,,,,
16,19,10,,131034,10.10s,33.76MB,12973.99,3.34MB,8.21ms,96.43%,653.66ms,96.43%,842.25,65.43%,1.73k,65.43%,,,,
16,20,10,,140757,10.01s,36.27MB,14064.94,3.62MB,1.41ms,95.03%,66.84ms,95.03%,0.88k,63.75%,1.72k,63.75%,,,,
16,21,10,,141028,10.10s,36.34MB,13963.48,3.60MB,1.35ms,94.68%,70.56ms,94.68%,0.88k,64.80%,1.67k,64.80%,,,,
16,22,10,,117372,10.10s,30.24MB,11621.66,2.99MB,1.74ms,97.14%,221.98ms,97.14%,735.33,68.25%,1.78k,68.25%,,,,
16,23,10,,140832,10.10s,36.29MB,13944.34,3.59MB,2.36ms,99.15%,609.90ms,99.15%,0.88k,65.46%,1.76k,65.46%,,,,
16,24,10,,141334,10.10s,36.42MB,13993.17,3.61MB,1.28ms,93.42%,42.35ms,93.42%,0.88k,65.11%,1.66k,65.11%,,,,
16,25,10,,143176,10.10s,36.89MB,14176.36,3.65MB,1.37ms,97.56%,155.91ms,97.56%,0.90k,66.48%,1.69k,66.48%,,,,
16,26,10,,141001,10.10s,36.33MB,13961.88,3.60MB,1.30ms,94.39%,53.17ms,94.39%,0.88k,66.08%,1.74k,66.08%,,,,
16,27,10,,136508,10.10s,35.17MB,13518.75,3.48MB,2.29ms,98.74%,202.32ms,98.74%,0.86k,66.65%,2.72k,66.65%,,,,
16,28,10,,140270,10.10s,36.14MB,13888.22,3.58MB,1.78ms,98.73%,201.89ms,98.73%,0.88k,63.85%,1.73k,63.85%,,,,
16,29,10,,142252,10.10s,36.65MB,14084.85,3.63MB,1.30ms,95.13%,40.45ms,95.13%,0.89k,64.18%,1.71k,64.18%,,,,
16,30,10,,139311,10.10s,35.90MB,13793.87,3.55MB,1.99ms,98.83%,202.02ms,98.83%,0.88k,64.45%,1.80k,64.45%,,,,
16,31,10,,143096,10.10s,36.87MB,14168.52,3.65MB,1.21ms,92.90%,39.66ms,92.90%,0.89k,66.15%,1.71k,66.15%,,,,
16,32,10,,113414,10.10s,29.22MB,11229.78,2.89MB,4.38ms,96.54%,207.76ms,96.54%,711.9,74.53%,3.79k,74.53%,,,,
16,33,10,,110439,10.10s,28.46MB,10934.48,2.82MB,4.45ms,97.56%,203.81ms,97.56%,693.56,75.49%,3.80k,75.49%,,,,
16,34,10,,104644,10.10s,26.96MB,10361.61,2.67MB,4.16ms,95.97%,234.98ms,95.97%,655.96,72.60%,3.76k,72.60%,,,,
16,35,10,,122220,10.10s,31.49MB,12102.35,3.12MB,2.80ms,89.57%,70.41ms,89.57%,765.19,70.76%,2.86k,70.76%,,,,
16,36,10,,120166,10.10s,30.96MB,11897.32,3.07MB,5.88ms,97.22%,413.73ms,97.22%,754.83,74.31%,2.55k,74.31%,,,,
16,37,10,,124415,10.10s,32.06MB,12318.21,3.17MB,2.83ms,92.75%,69.84ms,92.75%,777.43,69.94%,2.38k,69.94%,,,,
16,38,10,,126865,10.10s,32.69MB,12561.03,3.24MB,4.07ms,98.58%,402.27ms,98.58%,797.05,73.67%,3.16k,73.67%,,,,
16,39,10,,125075,10.10s,32.23MB,12384.7,3.19MB,2.74ms,91.91%,89.94ms,91.91%,783.5,72.18%,3.18k,72.18%,,,,
16,40,10,,123006,10.10s,31.69MB,12179.16,3.14MB,3.84ms,98.44%,205.23ms,98.44%,773.94,70.39%,3.76k,70.39%,,,,
16,41,10,,121040,10.10s,31.19MB,11986.04,3.09MB,4.55ms,98.32%,403.89ms,98.32%,761.88,74.06%,2.88k,74.06%,,,,
16,42,10,,126595,10.10s,32.62MB,12534.62,3.23MB,4.17ms,98.59%,404.03ms,98.59%,797.52,75.83%,3.08k,75.83%,,,,
16,43,10,,126059,10.10s,32.48MB,12481.93,3.22MB,2.90ms,97.80%,295.29ms,97.80%,789.93,71.43%,3.27k,71.43%,,,,
16,44,10,,124181,10.10s,32.00MB,12296.59,3.17MB,2.71ms,91.45%,90.39ms,91.45%,779.02,70.89%,4.09k,70.89%,,,,
16,45,10,,112762,10.10s,29.06MB,11166.82,2.88MB,3.07ms,94.71%,195.74ms,94.71%,707.25,70.21%,3.60k,70.21%,,,,
16,46,10,,110983,10.10s,28.60MB,10988.61,2.83MB,4.70ms,98.38%,416.48ms,98.38%,699.22,73.90%,3.02k,73.90%,,,,
16,47,10,,122754,10.10s,31.63MB,12155.69,3.13MB,3.73ms,98.64%,204.12ms,98.64%,773.46,71.29%,3.46k,71.29%,,,,
16,48,10,,111819,10.10s,28.81MB,11071.94,2.85MB,7.04ms,97.75%,988.26ms,97.75%,702.68,82.28%,4.43k,82.28%,,,,
16,49,10,,114273,10.10s,29.44MB,11314.82,2.92MB,4.38ms,77.25%,143.26ms,77.25%,715.37,83.85%,3.83k,83.85%,,,,
16,50,10,,114812,10.10s,29.58MB,11369.42,2.93MB,5.83ms,99.47%,1.14s,99.47%,717.84,77.65%,2.70k,77.65%,,,,
17,17,10,,137890,10.10s,35.53MB,13653.08,3.52MB,3.16ms,98.03%,202.35ms,98.03%,817.1,66.35%,2.26k,66.35%,,,,
17,18,10,,139751,10.10s,36.01MB,13837.92,3.57MB,1.62ms,94.28%,40.60ms,94.28%,824.12,67.18%,1.89k,67.18%,,,,
17,19,10,,138996,10.10s,35.82MB,13761.47,3.55MB,2.67ms,98.36%,202.49ms,98.36%,822.85,66.98%,1.70k,66.98%,,,,
17,20,10,,139954,10.10s,36.06MB,13856.31,3.57MB,2.93ms,98.28%,224.59ms,98.28%,828.28,67.79%,2.12k,67.79%,,,,
17,21,10,,142489,10.10s,36.72MB,14107.84,3.64MB,1.47ms,94.52%,43.30ms,94.52%,839.22,64.75%,1.79k,64.75%,,,,
17,22,10,,140122,10.10s,36.11MB,13873.45,3.57MB,3.71ms,97.89%,494.67ms,97.89%,828.4,67.69%,1.71k,67.69%,,,,
17,23,10,,121506,10.10s,31.31MB,12031.16,3.10MB,2.15ms,97.98%,204.40ms,97.98%,716.55,64.49%,1.70k,64.49%,,,,
17,24,10,,132258,10.10s,34.08MB,13095.41,3.37MB,1.68ms,95.97%,128.98ms,95.97%,780.87,65.37%,2.20k,65.37%,,,,
17,25,10,,138632,10.10s,35.72MB,13725.41,3.54MB,1.46ms,94.74%,69.04ms,94.74%,817.1,66.31%,1.93k,66.31%,,,,
17,26,10,,135663,10.10s,34.96MB,13433.87,3.46MB,7.36ms,97.94%,1.14s,97.94%,823.81,66.67%,2.47k,66.67%,,,,
17,27,10,,142795,10.10s,36.79MB,14137.83,3.64MB,1.35ms,93.77%,51.23ms,93.77%,842.12,63.95%,1.76k,63.95%,,,,
17,28,10,,137261,10.10s,35.37MB,13589.19,3.50MB,2.84ms,98.73%,404.30ms,98.73%,813.99,65.62%,2.47k,65.62%,,,,
17,29,10,,137346,10.10s,35.39MB,13599.81,3.50MB,2.03ms,98.63%,203.97ms,98.63%,810.8,65.49%,1.70k,65.49%,,,,
17,30,10,,145024,10.10s,37.37MB,14358.41,3.70MB,1.45ms,98.43%,280.36ms,98.43%,0.86k,64.51%,1.81k,64.51%,,,,
17,31,10,,142888,10.10s,36.82MB,14146.8,3.65MB,1.36ms,94.46%,43.54ms,94.46%,842.09,66.84%,1.93k,66.84%,,,,
17,32,10,,144957,10.10s,37.35MB,14352.33,3.70MB,1.29ms,93.41%,47.96ms,93.41%,0.85k,65.73%,1.79k,65.73%,,,,
17,33,10,,142720,10.10s,36.77MB,14131.46,3.64MB,1.31ms,94.74%,60.65ms,94.74%,840.57,67.80%,1.73k,67.80%,,,,
17,34,10,,123431,10.10s,31.80MB,12221.92,3.15MB,5.85ms,95.59%,310.77ms,95.59%,730.97,71.47%,1.99k,71.47%,,,,
